Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
EDGE,"Edge Therapeutics, Inc.",0.84,26315627.52,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge,
EDGW,"Edgewater Technology, Inc.",5.07,72937947.81,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/edgw,
EDIT,"Editas Medicine, Inc.",30.66,1461735245.04,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,
EDUC,Educational Development Corporation,13.25,108477246.5,,,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ,
EGAN,eGain Corporation,13.85,380509387.7,,1999.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan,
EGLT,Egalet Corporation,0.295,16747769.795,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eglt,
EHTH,"eHealth, Inc.",29.93,573932711.62,,2006.0,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth,
EIDX,"Eidos Therapeutics, Inc.",20.23,743493506.21,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx,
EIGR,"Eiger BioPharmaceuticals, Inc.",12.5,178053400.0,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr,
EKSO,"Ekso Bionics Holdings, Inc.",2.53,153905835.38,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,
LOCO,"El Pollo Loco Holdings, Inc.",12.5,482610125.0,,2014.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,
EMITF,Elbit Imaging Ltd.,2.27,20863134.16,,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf,
ESLT,Elbit Systems Ltd.,121.74,5204772376.68,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,
ERI,"Eldorado Resorts, Inc.",49.75,3847548933.25,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,
SOLO,Electrameccanica Vehicles Corp. Ltd.,3.3916,93637755.1016,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo,
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.5798,0.0,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow,
ESIO,"Electro Scientific Industries, Inc.",22.88,781075106.24,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio,
ECOR,"electroCore, Inc.",14.39,423785989.26,,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor,
EA,Electronic Arts Inc.,128.97,39312410992.2,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,
EFII,"Electronics for Imaging, Inc.",34.75,1542043134.5,,1992.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,
ELSE,"Electro-Sensors, Inc.",3.701,12566823.220999999,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else,
ESBK,Elmira Savings Bank NY (The),20.5,62287446.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk,
ELOX,"Eloxx Pharmaceuticals, Inc.",15.06,524956660.8,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,
ELTK,Eltek Ltd.,3.7296,7565687.5392,,1997.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk,
EMCI,EMC Insurance Group Inc.,25.95,559357491.9,,1982.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci,
EMCF,Emclaire Financial Corp,38.1,86530395.9,,,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf,
EMKR,EMCORE Corporation,4.8,131970460.8,,1997.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr,
EMMS,Emmis Communications Corporation,4.99,64538379.57,,1994.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms,
NYNY,"Empire Resorts, Inc.",13.0,425559407.0,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny,
ENTA,"Enanta Pharmaceuticals, Inc.",91.6,1774981473.2,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,
ECPG,Encore Capital Group Inc,40.0,1233509840.0,,,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,
WIRE,Encore Wire Corporation,51.85,1081028323.8,,1992.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire,
ENDP,Endo International plc,15.54,3479907693.36,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,
ECYT,"Endocyte, Inc.",18.37,1286147939.89,,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt,
ELGX,"Endologix, Inc.",2.43,205474056.75,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx,
NDRA,ENDRA Life Sciences Inc.,2.58,10121409.66,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra,
NDRAW,ENDRA Life Sciences Inc.,0.59,0.0,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw,
EIGI,"Endurance International Group Holdings, Inc.",9.6,1377719222.4,,2013.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,
WATT,Energous Corporation,13.02,333568949.7,,2014.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt,
EFOI,"Energy Focus, Inc.",2.19,26383525.68,,,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,
ERII,"Energy Recovery, Inc.",9.19,492398931.78,,2008.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii,
EGC,"Energy XXI Gulf Coast, Inc.",9.03,301570963.89,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egc,
ENG,ENGlobal Corporation,1.01,27784410.17,,,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,
ENPH,"Enphase Energy, Inc.",4.91,512351375.59,,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph,
ESGR,Enstar Group Limited,211.8,4544586457.8,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,
ESGRP,Enstar Group Limited,26.09,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp,
ENFC,Entegra Financial Corp.,27.85,191933065.2,,2014.0,Finance,Banks,https://www.nasdaq.com/symbol/enfc,
ENTG,"Entegris, Inc.",33.5,4744651297.0,,2000.0,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,
ENTX,Entera Bio Ltd.,4.7,162356.8,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx,
ENTXW,Entera Bio Ltd.,0.94,0.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw,
EBTC,Enterprise Bancorp Inc,36.84,430842400.08,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc,
EFSC,Enterprise Financial Services Corporation,57.2,1324222213.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,
EPZM,"Epizyme, Inc.",11.6,806235681.6,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,101.95,1398770006.15,,1996.0,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus,
EQIX,"Equinix, Inc.",430.02,34190046500.76,,2000.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,
EQBK,"Equity Bancshares, Inc.",41.99,662919014.55,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk,
ERIC,Ericsson,8.53,2654536861.53,311200101.0,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,127.15,6648656716.2,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,
ERYP,Erytech Pharma S.A.,10.3917,52136686.4799,5017147.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,
ESCA,"Escalade, Incorporated",13.1,189160384.4,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca,
ESPR,"Esperion Therapeutics, Inc.",49.08,1315524369.0,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,
ESQ,"Esquire Financial Holdings, Inc.",26.25,195450228.75,,2017.0,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",16.105,189887548.58,,,Finance,Banks,https://www.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,3.2,18483513.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,
ESND,Essendant Inc.,15.09,569042134.47,,,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd,
ESTA,Establishment Labs Holdings Inc.,25.47,521405029.8,,2018.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta,
ESTR,"Estre Ambiental, Inc.",6.59,337320563.88,,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr,
ESTRW,"Estre Ambiental, Inc.",0.45,0.0,,,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.89,411854000.0,,,,,https://www.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,35.32,536864000.0,,,,,https://www.nasdaq.com/symbol/vuse,
VIDI,ETF Series Solutions Trust Vident International Equity Fund,25.2,0.0,,,,,https://www.nasdaq.com/symbol/vidi,
ETSY,"Etsy, Inc.",49.04,5872708354.32,,2015.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,3.95,8144540.55,,1997.0,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt,
EDRY,EuroDry Ltd.,7.15,16117029.5,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,
EEFT,"Euronet Worldwide, Inc.",96.99,4948672856.94,,1997.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,
ESEA,Euroseas Ltd.,1.57,17700377.82,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea,
EVLO,"Evelo Biosciences, Inc.",13.74,436129611.48,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo,
EVBG,"Everbridge, Inc.",60.08,1765498683.76,,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,
EVK,"Ever-Glory International Group, Inc.",3.45,51046172.4,,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk,
EVER,"EverQuote, Inc.",13.61,339418265.68,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever,
MRAM,"Everspin Technologies, Inc.",8.73,147572897.76,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram,
EVLV,EVINE Live Inc.,1.3,85307384.5,,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv,
EVOP,"EVO Payments, Inc.",22.03,1764049760.61,,2018.0,,,https://www.nasdaq.com/symbol/evop,
EVFM,"Evofem Biosciences, Inc.",2.33,60124776.25,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm,
EVGN,Evogene Ltd.,2.7,69536601.9,,,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn,
EVOK,"Evoke Pharma, Inc.",2.54,42922606.56,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok,
EOLS,"Evolus, Inc.",20.1,536167319.1,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols,
EVOL,"Evolving Systems, Inc.",2.35,28474982.9,,1998.0,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,
EXAS,Exact Sciences Corporation,70.51,8655373187.89,,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,43.25,17300000.0,,,,,https://www.nasdaq.com/symbol/flag,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,41.47,190762000.0,,,,,https://www.nasdaq.com/symbol/robo,
XELA,"Exela Technologies, Inc.",5.88,888595719.48,,2015.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela,
EXEL,"Exelixis, Inc.",17.64,5257345479.12,,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,
EXFO,EXFO Inc,3.925,92131505.375,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo,
EXLS,"ExlService Holdings, Inc.",61.83,2121554179.17,,2006.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,
EXPI,"eXp World Holdings, Inc.",15.85,910979098.7,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/expi,
EXPE,"Expedia Group, Inc.",130.22,19461522762.88,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe,
EXPD,"Expeditors International of Washington, Inc.",73.7,12848526423.7,,,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd,
EXPO,"Exponent, Inc.",52.8,2747581531.2,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo,
ESRX,Express Scripts Holding Company,87.91,49425551390.0,,1992.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx,
STAY,"Extended Stay America, Inc.",20.03,3784048671.65,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay,
XOG,"Extraction Oil & Gas, Inc.",11.82,2074162713.78,,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog,
EXTR,"Extreme Networks, Inc.",6.2,718533903.0,,1999.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr,
EYEG,"Eyegate Pharmaceuticals, Inc.",0.5433,23600479.329,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg,
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0773,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw,
EYEN,"Eyenovia, Inc.",5.5,54992553.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen,
EYPT,"EyePoint Pharmaceuticals, Inc.",2.07,154239939.36,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt,
EZPW,"EZCORP, Inc.",11.15,607278249.55,,1991.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw,
FFIV,"F5 Networks, Inc.",187.64,11411950127.72,,1999.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv,
FB,"Facebook, Inc.",174.645,504238303574.28,,2012.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb,
FLMN,Falcon Minerals Corporation,11.4,0.0,,2017.0,,,https://www.nasdaq.com/symbol/flmn,
FLMNW,Falcon Minerals Corporation,1.92,0.0,,2017.0,,,https://www.nasdaq.com/symbol/flmnw,
DAVE,"Famous Dave&#39;s of America, Inc.",6.4,58187046.4,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave,
FANH,Fanhua Inc.,26.15,921762945.15,35249061.0,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh,
FARM,Farmer Brothers Company,29.75,503607643.0,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm,
FMAO,"Farmers & Merchants Bancorp, Inc.",44.66,413726220.6,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao,
FMNB,Farmers National Banc Corp.,16.0,442254736.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb,
FAMI,"FARMMI, INC.",4.17,48705600.0,,2018.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami,
FARO,"FARO Technologies, Inc.",67.25,1141821475.5,,1997.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro,
FAST,Fastenal Company,59.48,17067698861.8,,1987.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast,
FAT,FAT Brands Inc.,8.28,93916164.96,,2017.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat,
FATE,"Fate Therapeutics, Inc.",11.85,633017389.65,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate,
FBSS,"Fauquier Bankshares, Inc.",23.64,89213483.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss,
FSAC,Federal Street Acquisition Corp.,10.15,152903873.15,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/fsac,
FSACU,Federal Street Acquisition Corp.,11.09,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu,
FSACW,Federal Street Acquisition Corp.,1.65,0.0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw,
FNHC,FedNat Holding Company,26.3,334850127.2,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc,
FENC,Fennec Pharmaceuticals Inc.,9.79,183992927.14,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc,
GSM,Ferroglobe PLC,8.2,1410209194.2,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm,
FFBW,"FFBW, Inc.",11.255,74423687.5,,2017.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw,
FCSC,Fibrocell Science Inc.,1.95,18164214.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc,
FGEN,"FibroGen, Inc",59.55,5022054089.1,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen,
FDBC,"Fidelity D & D Bancorp, Inc.",59.25,222306296.25,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,311.91,1656210909.0,,,,,https://www.nasdaq.com/symbol/oneq,
LION,Fidelity Southern Corporation,24.19,658313578.34,,,Finance,Major Banks,https://www.nasdaq.com/symbol/lion,
FDUS,Fidus Investment Corporation,15.16,370860884.04,,2011.0,,,https://www.nasdaq.com/symbol/fdus,
FDUSL,Fidus Investment Corporation,25.85,0.0,,,,,https://www.nasdaq.com/symbol/fdusl,
FRGI,"Fiesta Restaurant Group, Inc.",29.05,792077968.15,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi,
FITB,Fifth Third Bancorp,29.45,19623828915.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb,
FITBI,Fifth Third Bancorp,27.62,497160000.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi,
FISI,"Financial Institutions, Inc.",32.75,521542407.25,,1999.0,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi,
FNSR,Finisar Corporation,20.01,2344301024.73,,1999.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr,
FNJN,"Finjan Holdings, Inc.",4.34,118239654.4,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn,
FEYE,"FireEye, Inc.",16.37,3192224696.31,,2013.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye,
FBNC,First Bancorp,42.835,1272324235.52,,1987.0,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc,
FNLC,"First Bancorp, Inc (ME)",29.77,323149241.74,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc,
FRBA,First Bank,14.35,267833221.6,,2013.0,,,https://www.nasdaq.com/symbol/frba,
BUSE,First Busey Corporation,32.29,1575035452.61,,,Finance,Major Banks,https://www.nasdaq.com/symbol/buse,
FBIZ,"First Business Financial Services, Inc.",21.83,191233048.49,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz,
FCAP,"First Capital, Inc.",40.19,134883427.36,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap,
FCFS,"First Cash, Inc.",81.75,3623735683.5,,1991.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,
FCBP,First Choice Bancorp,27.59,198819885.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp,
FCNCA,"First Citizens BancShares, Inc.",477.27,5732205994.35,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca,
FCBC,"First Community Bancshares, Inc.",33.7,558569344.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc,
FCCO,First Community Corporation,25.9,196970872.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco,
FBNK,"First Connecticut Bancorp, Inc.",31.9,511555226.6,,2011.0,Finance,Banks,https://www.nasdaq.com/symbol/fbnk,
FDEF,First Defiance Financial Corp.,32.53,663643391.45,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef,
FFBC,First Financial Bancorp.,31.8,3113253262.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc,
FFBCW,First Financial Bancorp.,20.5,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw,
FFIN,"First Financial Bankshares, Inc.",60.3,4080480377.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin,
